1,1,557.5,495.75,91.0,16.0,1,6,0
1,2,670.5,492.75,150.0,21.25,1,6,0
1,3,1766.0,530.5,32.0,10.0,1,2,0
2,1,562.0,498.5,90.0,16.0,1,6,0
2,2,676.5,496.75,150.0,20.75,1,6,0
2,3,1773.0,533.5,30.0,12.0,1,2,0
3,1,566.5,499.5,87.0,15.5,1,6,0
3,2,679.5,498.5,147.0,19.5,1,6,0
3,3,1777.0,535.5,30.0,10.0,1,2,0
4,1,574.5,498.5,92.0,16.5,1,6,0
4,2,689.5,496.25,151.0,21.25,1,6,0
4,3,1789.0,532.0,32.0,11.0,1,2,0
5,1,585.0,497.5,91.0,15.0,1,6,0
5,2,698.0,496.25,151.0,20.25,1,6,0
5,3,1799.0,532.0,32.0,11.0,1,2,0
6,1,601.0,522.0,92.0,17.0,1,6,0
6,2,715.0,519.0,152.0,22.0,1,6,0
6,3,1818.0,552.0,30.0,11.0,1,2,0
7,1,617.0,518.5,93.0,16.0,1,6,0
7,2,731.0,517.0,151.0,21.0,1,6,0
7,3,1837.0,549.0,30.0,11.0,1,2,0
8,1,631.0,517.5,93.0,17.0,1,6,0
8,2,745.5,515.5,152.0,22.0,1,6,0
8,3,1852.0,549.5,32.0,10.0,1,2,0
9,1,649.0,519.0,91.0,17.0,1,6,0
9,2,762.0,518.0,152.0,20.0,1,6,0
9,3,1870.0,550.0,32.0,9.0,1,2,0
10,1,668.5,527.5,92.0,17.0,1,6,0
10,2,781.5,525.5,151.0,20.0,1,6,0
10,3,1891.0,554.0,22.0,8.0,1,2,0
11,1,680.5,533.5,90.0,14.0,1,6,0
11,2,795.0,529.0,151.0,21.0,1,6,0
11,3,1910.0,551.0,10.0,9.0,1,2,0
12,1,699.0,524.5,92.0,17.0,1,6,0
12,2,812.5,521.5,152.0,21.0,1,6,0
13,1,710.5,523.0,91.0,17.0,1,6,0
13,2,823.5,518.5,153.0,22.0,1,6,0
14,1,729.5,517.5,93.0,16.0,1,6,0
14,2,842.0,515.0,152.0,21.0,1,6,0
15,1,744.0,513.0,92.0,16.0,1,6,0
15,2,858.0,510.25,152.0,21.25,1,6,0
16,1,765.0,509.25,92.0,17.75,1,6,0
16,2,875.0,509.75,153.0,19.75,1,6,0
17,1,781.5,510.25,90.0,16.25,1,6,0
17,2,893.0,510.25,151.0,19.25,1,6,0
18,1,796.0,511.5,88.0,16.0,1,6,0
18,2,906.5,513.0,151.5,19.0,1,6,0
19,1,813.5,517.5,89.0,15.0,1,6,0
19,2,926.0,518.0,152.0,20.0,1,6,0
20,1,829.5,523.0,91.0,17.0,1,6,0
20,2,941.5,522.0,153.5,21.0,1,6,0
21,1,842.0,525.5,94.0,14.0,1,6,0
21,2,955.0,523.5,154.0,21.0,1,6,0
22,1,863.0,508.5,91.0,16.0,1,6,0
22,2,975.5,505.5,153.5,22.0,1,6,0
23,1,878.5,483.75,91.0,16.5,1,6,0
23,2,991.5,480.25,153.5,21.5,1,6,0
24,1,896.5,479.25,95.0,17.0,1,6,0
24,2,1010.5,477.5,154.5,21.5,1,6,0
25,1,914.0,483.5,91.0,16.5,1,6,0
25,2,1026.0,480.75,154.0,21.0,1,6,0
26,1,935.0,489.25,91.0,16.0,1,6,0
26,2,1048.0,486.5,154.0,20.5,1,6,0
27,1,949.5,506.25,91.5,14.75,1,6,0
27,2,1062.0,502.75,154.0,22.25,1,6,0
28,1,967.5,509.0,91.5,16.0,1,6,0
28,2,1081.0,507.5,154.0,21.0,1,6,0
29,1,985.5,509.0,92.5,16.0,1,6,0
29,2,1098.0,507.25,156.0,22.25,1,6,0
30,1,1004.0,502.5,92.0,16.0,1,6,0
30,2,1117.0,501.5,154.0,22.0,1,6,0
31,1,1029.0,497.5,92.0,16.0,1,6,0
31,2,1145.0,496.75,154.0,22.75,1,6,0
32,1,1053.0,497.25,94.0,16.25,1,6,0
32,2,1167.0,496.75,156.0,23.25,1,6,0
33,1,1075.0,504.5,92.0,16.0,1,6,0
33,2,1187.0,505.5,156.0,21.0,1,6,0
34,1,1103.0,533.5,92.0,16.0,1,6,0
34,2,1216.0,533.0,154.0,23.0,1,6,0
35,1,1124.0,537.0,92.0,16.0,1,6,0
35,2,1239.0,536.5,154.0,23.0,1,6,0
36,1,1142.0,537.5,94.0,16.0,1,6,0
36,2,1256.0,536.5,154.0,22.0,1,6,0
37,1,1169.0,531.5,92.0,16.0,1,6,0
37,2,1284.0,528.5,154.0,23.0,1,6,0
38,1,1190.0,526.0,92.0,15.0,1,6,0
38,2,1304.0,521.0,154.0,23.0,1,6,0
39,1,1216.0,513.5,90.0,15.0,1,6,0
39,2,1328.0,510.0,156.0,23.0,1,6,0
40,1,1231.0,507.5,92.0,16.0,1,6,0
40,2,1346.0,502.5,154.0,24.0,1,6,0
41,1,1245.0,512.5,92.0,15.0,1,6,0
41,2,1359.0,509.5,156.0,22.0,1,6,0
42,1,1257.0,524.0,92.0,15.0,1,6,0
42,2,1373.0,522.5,154.0,22.0,1,6,0
43,1,1265.0,529.0,92.0,16.0,1,6,0
43,2,1379.0,528.5,156.0,22.0,1,6,0
44,1,1274.0,537.0,92.0,16.0,1,6,0
44,2,1387.0,535.5,156.0,22.0,1,6,0
45,1,1282.0,540.0,92.0,16.0,1,6,0
45,2,1396.0,540.5,156.0,22.0,1,6,0
46,1,1290.0,532.0,94.0,15.0,1,6,0
46,2,1406.0,530.5,156.0,23.0,1,6,0
47,1,1298.0,534.5,90.0,15.0,1,6,0
47,2,1412.0,534.0,156.0,23.0,1,6,0
48,1,1301.0,534.5,94.0,15.0,1,6,0
48,2,1418.0,534.5,156.0,22.0,1,6,0
49,1,1305.0,528.0,94.0,15.0,1,6,0
49,2,1421.0,524.5,156.0,24.0,1,6,0
50,1,1306.0,518.0,92.0,15.0,1,6,0
50,2,1421.0,513.0,158.0,24.0,1,6,0
51,1,1303.0,513.0,92.0,15.0,1,6,0
51,2,1420.0,507.0,156.0,23.0,1,6,0
52,1,1293.0,515.0,92.0,16.0,1,6,0
52,2,1409.0,510.5,156.0,23.0,1,6,0
53,1,1275.0,516.5,92.0,16.0,1,6,0
53,2,1391.0,511.75,156.0,22.25,1,6,0
54,1,1250.0,525.5,92.0,15.0,1,6,0
54,2,1367.0,522.0,156.0,23.0,1,6,0
55,1,1230.0,522.5,92.0,16.0,1,6,0
55,2,1346.0,521.0,158.0,23.0,1,6,0
56,1,1201.0,517.5,92.0,15.0,1,6,0
56,2,1319.0,518.0,156.0,23.0,1,6,0
57,1,1177.0,512.0,92.0,16.0,1,6,0
57,2,1295.0,511.75,156.0,22.25,1,6,0
58,1,1156.0,509.75,92.0,15.75,1,6,0
58,2,1274.0,509.5,158.0,23.0,1,6,0
59,1,1123.0,507.5,92.0,15.0,1,6,0
59,2,1241.0,507.0,158.0,23.0,1,6,0
60,1,1099.0,505.25,94.0,15.75,1,6,0
60,2,1218.0,501.25,158.0,23.25,1,6,0
61,1,1066.0,506.0,92.0,16.0,1,6,0
61,2,1185.0,500.0,158.0,23.0,1,6,0
62,1,1046.0,507.0,96.0,16.0,1,6,0
62,2,1166.0,501.0,158.0,23.0,1,6,0
63,1,1011.5,506.75,93.5,16.25,1,6,0
63,2,1130.0,500.75,160.0,22.75,1,6,0
64,1,988.5,502.25,92.5,16.75,1,6,0
64,2,1109.0,496.5,158.0,23.5,1,6,0
