1,1,1015.0,526.5,54.0,25.0,1,2,0
1,2,0.0,520.0,27.75,19.0,1,2,0
1,3,753.5,530.5,19.0,6.0,1,2,0
1,4,1482.0,539.5,16.0,7.0,1,2,0
1,5,1501.0,534.5,10.0,10.0,1,2,0
1,6,1430.0,533.5,14.0,7.0,1,2,0
2,1,1015.5,538.5,55.5,26.0,1,2,0
2,2,0.0,531.0,28.14,21.0,1,2,0
2,3,756.0,544.5,19.0,6.0,1,2,0
2,4,1485.0,550.5,16.0,7.0,1,2,0
2,5,1505.0,545.5,8.0,10.0,1,2,0
2,6,1435.0,545.0,10.0,6.0,1,2,0
3,1,1015.0,549.5,56.0,26.0,1,2,0
3,2,0.0,540.5,28.23,24.0,1,2,0
3,3,758.0,556.5,19.0,6.0,1,2,0
3,4,1489.0,559.0,16.0,8.0,1,2,0
3,5,1508.0,554.0,10.0,10.0,1,2,0
3,6,1438.0,554.0,10.0,7.0,1,2,0
4,1,1017.5,556.5,54.5,25.0,1,2,0
4,2,0.0,542.5,30.27,25.0,1,2,0
4,3,760.5,561.5,20.0,6.0,1,2,0
4,4,1494.0,566.5,16.0,8.0,1,2,0
4,5,1512.0,563.0,10.0,10.0,1,2,0
4,6,1439.0,562.5,14.0,6.0,1,2,0
5,1,1023.5,528.0,54.5,24.0,1,2,0
5,2,0.16,521.0,36.19,22.0,1,2,0
5,3,768.0,531.5,20.0,6.0,1,2,0
5,4,1501.0,538.0,18.0,8.0,1,2,0
5,5,1522.0,533.5,10.0,10.0,1,2,0
5,6,1448.0,533.5,12.0,7.0,1,2,0
6,1,1030.0,518.0,56.0,24.0,1,2,0
6,2,0.23,513.0,43.08,19.0,1,2,0
6,3,776.5,521.5,20.0,6.0,1,2,0
6,4,1511.0,529.0,16.0,8.0,1,2,0
6,5,1531.0,526.0,10.0,9.0,1,2,0
6,6,1460.0,525.5,10.0,7.0,1,2,0
7,1,1040.0,500.5,54.0,25.0,1,2,0
7,2,0.56,493.75,51.87,19.75,1,2,0
7,3,787.0,503.25,20.0,6.5,1,2,0
7,4,1521.0,515.0,18.0,8.0,1,2,0
7,5,1542.0,512.5,12.0,9.0,1,2,0
7,6,1472.0,510.75,10.0,6.25,1,2,0
8,1,1052.0,486.75,54.0,24.5,1,2,0
8,2,1.27,477.0,61.36,20.0,1,2,0
8,3,799.0,487.5,20.0,6.5,1,2,0
8,4,1560.0,499.0,8.0,9.0,1,2,0
8,5,1538.0,502.75,16.0,8.0,1,2,0
8,6,1480.0,499.0,10.0,8.0,1,2,0
9,1,1065.0,499.0,56.0,24.0,1,2,0
9,2,4.25,485.5,73.5,22.0,1,2,0
9,3,815.5,499.75,19.0,6.5,1,2,0
9,4,1576.0,511.0,10.0,9.0,1,2,0
