99,1,0.0,498.0,32.75,16.0,1,6,0
100,1,0.0,503.5,47.31,16.5,1,6,0
101,1,0.0,501.5,62.97,17.0,1,6,0
102,1,18.48,502.0,54.7,15.5,1,6,0
103,1,21.47,504.75,68.41,16.25,1,6,0
104,1,35.06,508.75,66.62,16.25,1,6,0
105,1,50.88,516.0,67.5,16.0,1,6,0
106,1,62.34,520.5,67.16,17.0,1,6,0
107,1,82.06,527.0,67.94,16.0,1,6,0
108,1,94.88,512.5,69.75,16.0,1,6,0
109,1,114.75,514.5,66.5,16.0,1,6,0
110,1,131.75,512.0,71.25,17.0,1,6,0
111,1,156.12,510.5,65.75,16.0,1,6,0
112,1,167.38,509.0,73.5,16.0,1,6,0
113,1,185.88,507.0,76.12,16.0,1,6,0
114,1,213.0,506.75,66.0,15.75,1,6,0
115,1,231.0,503.5,71.5,17.0,1,6,0
116,1,244.12,494.0,71.12,16.5,1,6,0
117,1,260.75,492.25,70.0,16.0,1,6,0
118,1,277.0,488.5,69.0,17.0,1,6,0
118,2,631.5,491.75,50.0,11.0,1,6,0
119,1,293.75,481.25,71.0,17.5,1,6,0
119,2,648.5,485.25,46.0,12.5,1,6,0
120,1,309.0,475.75,68.5,17.0,1,6,0
120,2,667.5,480.25,37.0,12.5,1,6,0
121,1,327.0,483.25,64.5,16.0,1,6,0
121,2,684.0,492.75,38.0,12.0,1,6,0
122,1,344.25,493.75,57.5,15.0,1,6,0
122,2,696.0,496.75,35.0,12.0,1,6,0
123,1,369.5,498.5,49.0,15.5,1,6,0
123,2,706.0,498.75,41.0,12.0,1,6,0
123,3,-0.0,498.0,30.44,17.0,1,6,0
124,1,368.75,503.75,66.0,16.75,1,6,0
124,2,725.0,507.0,41.0,13.0,1,6,0
124,3,0.0,501.75,46.69,17.25,1,6,0
125,1,384.25,513.0,68.5,17.0,1,6,0
125,2,749.0,515.5,37.0,15.0,1,6,0
125,3,13.27,511.5,51.61,17.0,1,6,0
126,1,405.5,523.0,65.5,16.0,1,6,0
126,2,760.5,525.5,35.0,12.0,1,6,0
126,3,31.23,522.0,51.64,16.0,1,6,0
127,1,421.25,515.0,71.5,18.0,1,6,0
127,3,51.88,514.5,52.38,16.0,1,6,0
128,1,445.0,518.5,64.5,16.0,1,6,0
128,3,70.31,517.5,51.25,17.0,1,6,0
128,2,802.0,523.0,42.0,12.0,1,6,0
129,1,461.5,522.0,70.0,16.0,1,6,0
129,3,91.81,522.0,49.31,16.0,1,6,0
129,2,816.5,525.0,33.0,11.0,1,6,0
130,1,481.25,522.0,69.75,16.0,1,6,0
130,3,110.25,522.0,50.5,17.0,1,6,0
131,1,498.25,514.5,73.75,17.0,1,6,0
131,3,127.5,514.5,55.0,17.0,1,6,0
132,1,518.0,502.75,72.0,16.25,1,6,0
132,3,147.12,502.25,53.0,16.75,1,6,0
133,1,542.5,486.5,71.0,16.5,1,6,0
133,3,168.62,483.0,54.75,16.5,1,6,0
134,1,557.0,476.25,69.0,16.5,1,6,0
134,3,184.5,472.75,52.5,17.0,1,6,0
135,1,580.0,462.0,70.0,15.5,1,6,0
135,3,208.0,460.0,50.25,16.0,1,6,0
136,1,598.5,485.0,66.0,16.5,1,6,0
136,3,222.88,482.25,53.12,16.0,1,6,0
137,1,607.0,480.5,76.0,16.0,1,6,0
137,3,239.5,480.0,53.5,16.5,1,6,0
138,1,631.5,480.0,68.0,16.0,1,6,0
138,3,259.5,483.25,51.0,16.5,1,6,0
139,1,654.5,518.0,61.0,15.0,1,6,0
139,3,273.75,518.5,53.5,17.0,1,6,0
140,1,658.0,525.5,65.0,16.0,1,6,0
140,3,285.0,521.5,52.5,17.0,1,6,0
141,1,670.0,538.5,66.0,16.0,1,6,0
141,3,294.75,534.5,54.5,17.0,1,6,0
141,2,1038.0,543.5,36.0,11.0,1,6,0
142,1,690.5,528.0,64.0,14.0,1,6,0
142,3,312.25,524.0,53.0,17.0,1,6,0
143,1,696.5,536.0,64.0,15.0,1,6,0
143,3,324.0,530.5,48.0,17.0,1,6,0
143,2,1063.0,541.5,40.0,13.0,1,6,0
144,1,720.0,533.0,59.0,15.0,1,6,0
144,3,338.75,524.5,54.5,17.0,1,6,0
144,2,1078.0,542.5,40.0,9.0,1,6,0
145,1,729.5,495.0,64.0,15.5,1,6,0
145,3,355.0,486.75,52.0,17.0,1,6,0
146,1,751.0,504.0,63.0,15.5,1,6,0
146,3,374.25,497.75,53.5,16.75,1,6,0
147,1,777.5,510.0,56.0,14.0,1,6,0
147,3,395.25,505.5,51.5,17.0,1,6,0
147,2,1130.0,517.0,36.0,10.0,1,6,0
148,1,780.0,507.25,81.0,15.75,1,6,0
148,3,417.5,499.75,55.5,17.75,1,6,0
148,2,1154.0,519.0,46.0,8.0,1,6,0
149,1,826.0,502.0,54.0,15.0,1,6,0
149,3,437.0,496.5,55.5,17.5,1,6,0
149,2,1180.0,509.5,42.0,10.0,1,6,0
150,1,846.0,492.25,57.0,14.5,1,6,0
150,3,459.25,489.0,52.75,17.5,1,6,0
150,2,1192.0,498.25,48.0,10.5,1,6,0
151,1,861.0,479.0,62.0,14.0,1,6,0
151,3,480.75,476.5,52.75,17.0,1,6,0
151,2,1218.0,483.25,44.0,11.0,1,6,0
152,1,881.0,494.0,65.0,14.5,1,6,0
152,3,502.0,493.0,50.0,16.5,1,6,0
152,2,1239.0,495.5,40.0,11.0,1,6,0
153,1,905.5,482.75,57.0,14.5,1,6,0
153,3,515.5,485.0,56.0,17.5,1,6,0
153,2,1257.0,484.75,42.0,10.0,1,6,0
154,1,916.5,480.0,64.0,16.0,1,6,0
154,3,535.5,479.75,55.0,17.0,1,6,0
154,2,1274.0,483.25,42.0,11.0,1,6,0
155,1,937.0,512.5,59.0,15.0,1,6,0
155,3,553.0,511.25,53.0,15.75,1,6,0
155,2,1291.0,517.0,44.0,11.0,1,6,0
156,1,956.5,506.75,62.0,14.75,1,6,0
156,3,573.5,505.5,53.0,17.0,1,6,0
156,2,1313.0,508.75,44.0,11.25,1,6,0
157,1,970.5,502.75,61.5,15.25,1,6,0
157,3,589.0,504.0,53.0,17.0,1,6,0
157,2,1326.0,502.5,42.0,11.0,1,6,0
